pocket_id,receptor_path,ligand_path,ref_path,metal_atoms,n_atoms,n_residues,source
test_071,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/TIAM1_HUMAN_840_931_0/4gvd_A_rec_4nxr_ans_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/TIAM1_HUMAN_840_931_0/4gvd_A_rec_4nxr_ans_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_072,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/TNKS1_HUMAN_1099_1319_0/4tos_A_rec_4tos_355_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/TNKS1_HUMAN_1099_1319_0/4tos_A_rec_4tos_355_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_073,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/TNKS2_HUMAN_948_1162_0/5aeh_A_rec_5aeh_8ir_lig_tt_docked_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/TNKS2_HUMAN_948_1162_0/5aeh_A_rec_5aeh_8ir_lig_tt_docked_0.sdf,,,,,CrossDocked2020_local
test_074,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/UPPS_ECOLI_1_253_0/4h3c_A_rec_5cqj_53q_lig_tt_docked_2_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/UPPS_ECOLI_1_253_0/4h3c_A_rec_5cqj_53q_lig_tt_docked_2.sdf,,,,,CrossDocked2020_local
test_075,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/Y635_MYCTU_1_158_0/4rlu_A_rec_4rlu_hcc_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/Y635_MYCTU_1_158_0/4rlu_A_rec_4rlu_hcc_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_076,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_077,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/ACE_HUMAN_650_1230_0/3l3n_A_rec_2iux_nxa_lig_tt_docked_2_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/ACE_HUMAN_650_1230_0/3l3n_A_rec_2iux_nxa_lig_tt_docked_2.sdf,,,,,CrossDocked2020_local
test_078,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BGAT_HUMAN_63_353_0/5tjn_A_rec_1zj1_nlc_lig_tt_docked_4_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BGAT_HUMAN_63_353_0/5tjn_A_rec_1zj1_nlc_lig_tt_docked_4.sdf,,,,,CrossDocked2020_local
test_079,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/AK1BA_HUMAN_1_316_0/5liu_X_rec_4gq0_qap_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/AK1BA_HUMAN_1_316_0/5liu_X_rec_4gq0_qap_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_080,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/AKT1_HUMAN_1_137_0/3o96_A_rec_3o96_iqo_lig_tt_docked_2_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/AKT1_HUMAN_1_137_0/3o96_A_rec_3o96_iqo_lig_tt_docked_2.sdf,,,,,CrossDocked2020_local
test_081,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BGL07_ORYSJ_25_504_0/4qlk_A_rec_4qlk_ctt_lig_tt_docked_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BGL07_ORYSJ_25_504_0/4qlk_A_rec_4qlk_ctt_lig_tt_docked_0.sdf,,,,,CrossDocked2020_local
test_082,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/ATS5_HUMAN_262_480_0/3hy9_B_rec_3hyg_099_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/ATS5_HUMAN_262_480_0/3hy9_B_rec_3hyg_099_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_083,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BACE2_HUMAN_76_460_0/4bel_A_rec_2ewy_dbo_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BACE2_HUMAN_76_460_0/4bel_A_rec_2ewy_dbo_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_084,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BAPA_SPHXN_30_402_0/3nfb_A_rec_3nfb_oae_lig_tt_docked_2_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BAPA_SPHXN_30_402_0/3nfb_A_rec_3nfb_oae_lig_tt_docked_2.sdf,,,,,CrossDocked2020_local
test_085,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BTRN_BACCI_2_250_0/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BTRN_BACCI_2_250_0/4m7t_A_rec_4m7t_sam_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_086,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CAT_ECOLX_1_219_0/3u9f_C_rec_3u9f_clm_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CAT_ECOLX_1_219_0/3u9f_C_rec_3u9f_clm_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_087,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CDK6_HUMAN_1_312_0/4aua_A_rec_4aua_4au_lig_it2_tt_docked_7_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CDK6_HUMAN_1_312_0/4aua_A_rec_4aua_4au_lig_it2_tt_docked_7.sdf,,,,,CrossDocked2020_local
test_088,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CDK6_HUMAN_1_312_0/2f2c_B_rec_1xo2_fse_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CDK6_HUMAN_1_312_0/2f2c_B_rec_1xo2_fse_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_089,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CHIB1_ASPFM_39_433_0/3chc_B_rec_3ch9_xrg_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CHIB1_ASPFM_39_433_0/3chc_B_rec_3ch9_xrg_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_090,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CHIA_SERMA_19_563_0/1k9t_A_rec_2wlz_dio_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CHIA_SERMA_19_563_0/1k9t_A_rec_2wlz_dio_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_091,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CHIB_SERMA_1_499_0/1h0i_A_rec_1e6z_ngo_lig_it2_tt_docked_15_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CHIB_SERMA_1_499_0/1h0i_A_rec_1e6z_ngo_lig_it2_tt_docked_15.sdf,,,,,CrossDocked2020_local
test_092,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CHIB_SERMA_1_499_0/4z2g_A_rec_4z2g_m6v_lig_tt_docked_16_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CHIB_SERMA_1_499_0/4z2g_A_rec_4z2g_m6v_lig_tt_docked_16.sdf,,,,,CrossDocked2020_local
test_093,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/COAA_MYCTU_1_312_0/3af2_A_rec_3af4_gcp_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/COAA_MYCTU_1_312_0/3af2_A_rec_3af4_gcp_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_094,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CONA_CANCT_1_237_0/1jn2_P_rec_1val_png_lig_tt_docked_11_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CONA_CANCT_1_237_0/1jn2_P_rec_1val_png_lig_tt_docked_11.sdf,,,,,CrossDocked2020_local
test_095,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DFPA_LOLVU_2_314_0/3li4_A_rec_2gvv_di9_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DFPA_LOLVU_2_314_0/3li4_A_rec_2gvv_di9_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_096,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DHAK_ECOLI_1_356_0/3pnm_A_rec_3pnq_2ha_lig_tt_docked_10_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DHAK_ECOLI_1_356_0/3pnm_A_rec_3pnq_2ha_lig_tt_docked_10.sdf,,,,,CrossDocked2020_local
test_097,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DIDH_RAT_1_319_0/1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DIDH_RAT_1_319_0/1afs_A_rec_1afs_tes_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_098,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DYRK2_HUMAN_145_550_0/4azf_A_rec_5lxc_7aa_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DYRK2_HUMAN_145_550_0/4azf_A_rec_5lxc_7aa_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_099,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/EXG1_CANAL_41_438_0/2pc8_A_rec_1eqc_cts_lig_tt_docked_6_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/EXG1_CANAL_41_438_0/2pc8_A_rec_1eqc_cts_lig_tt_docked_6.sdf,,,,,CrossDocked2020_local
