smiles,source
Fc1ccc(C2=C3c4ccccc4C4=[N]3->[Pt+2]35<-[N]6=C(C(c7ccc(F)cc7)=c7c8ccccc8c([n]73)=C4c3ccc(F)cc3)c3ccccc3C6=C(c3ccc(F)cc3)c3c4ccccc4c2[n]35)cc1,platinai
[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2[nH]cnc2c1.c1cnn(C(n2cccn2)n2cccn2)c1,platinai
[NH3]->[Pt+2](<-[NH3])(<-[NH3])(<-[NH3])(<-[OH-])<-[OH-],platinai
CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)P12=[O]->[Y+3]13(<-[CH2-]c4ccccc4[N]->1(C)C)(<-[CH2-]c1ccccc1[N]->3(C)C)<-[O-]2,platinai
S=C=[N-]->[Y+3]12345(<-[N-]=C=S)(<-[N-]=C=S)<-[n]6cc7cccc(c[n]->1c1ccccc1[n]->2cc1cccc(c[n]->3c2ccccc26)[n]->41)[n]->57,tmqm
C[c]12->[Sc+3]3456(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[n]7cccc8cccc(-[c-]->3([c]->41C)[c]->5(C)[c]->62C)c87,tmqm
Cn1ccnc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
[Cl-]->[Sc+3]12(<-[Cl-])(<-[Cl-])<-[n]3ccccc3-c3cc(-c4ccccc4)cc(-c4cccc[n]->14)[n]->23,tmqm
Cc1ccc(C(C)C)cc1.[Cl-].[Cl-].c1ccc(SCCCP(c2ccccc2)c2ccccc2)cc1,tmqm
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccc(Cl)cc1,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(Nc2ccccn2)nc1.c1ccc(Nc2ccccn2)nc1,tmqm
COc1cc(/C=C/C(=O)/C=C([O-])/C=C/c2ccc(O)c(OC)c2)ccc1O.c1ccc(-c2ccccn2)nc1.c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,tmqm
Cc1occc(=O)c1[O-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccccc1.c1ccccc1,tmqm
CC(C)(C)c1cc(C23CC4CC(CC(C4)C2)C3)c([O-]->[Y+3](<-[O-]c2c(C34CC5CC(CC(C5)C3)C4)cc(C(C)(C)C)cc2C23CC4CC(CC(C4)C2)C3)<-[O-]c2c(C34CC5CC(CC(C5)C3)C4)cc(C(C)(C)C)cc2C23CC4CC(CC(C4)C2)C3)c(C23CC4CC(CC(C4)C2)C3)c1,tmqm
[OH2]->[Y+3]123(<-[OH2])(<-[O]=c4cccccc4[O-]->1)(<-[O]=c1cccccc1[O-]->2)<-[O]=c1cccccc1[O-]->3,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,tmqm
Cc1ccc2[N-]3c4ccc(C)cc4[P](C(C)C)(C(C)C)->[Sc+3]<-3(<-[CH3-])(<-[CH-]=P(c3ccccc3)(c3ccccc3)c3ccccc3)<-[P](c2c1)(C(C)C)C(C)C,platinai
Oc1cccnc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
CP(=[O]->[Y+3]123(<-[O]=P(C)(c4ccccc4)c4ccccc4)(<-[O]=P(C)(c4ccccc4)c4ccccc4)(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)<-[O-][N+](=O)[O-]->3)(c1ccccc1)c1ccccc1,tmqm
CC(C)c1cccc(C(C)C)c1N1[C](->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[CH2-][Si](C)(C)C)C(C)(C)CC1(C)C,metal_cytotox
[NH3]->[Pt+2](<-[NH3])(<-[NH3])(<-[NH3])<-[OH-],tmqm
C[Si](C)(C)[N-]1c2ccccc2[N-]2c3ccccc3[N-]([Si](C)(C)C)->[Sc+3]<-2<-1(<-[O]1CCCC1)(<-[O]1CCCC1)<-[O]1CCCC1,platinai
Cc1c(C)n(C(C)C)c(=[N]2CC[c-]34->[Y+3]<-2567(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[c]2(cccc[c]->523)[c]->62cccc[c]->724)n1C(C)C,tmqm
CC#N.CC#N.[c-]1n(-c2ccccn2)cc[n+]1Cc1ccccc1.c1cnc2c(c1)ccc1cccnc12,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,tmqm
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccccc1,tmqm
CC(C)(C)[N-]1Cc2cccc[n]2->[Sc+3]<-12(<-[CH2-][Si](C)(C)C)<-[n]1ccccc1C[N-]->2C(C)(C)C,tmqm
C[Si](C)(C)[N-]([Si](C)(C)C)->[Y+3](<-[N-]([Si](C)(C)C)[Si](C)(C)C)(<-[N-]([Si](C)(C)C)[Si](C)(C)C)<-[O]1CCCC1,metal_cytotox
CC(C)C1COC2c3ccccc3[N]3=C4C=CC=CC4=C4C=CC=CC4=[N]4c5ccccc5C5=[N](->[Sc+3]<-3<-4(<-[C-3][Si](C)(C)C)<-[N]=21)C(C(C)C)CO5,tmqm
Cc1cc(C)[n]2->[Y+3]34(<-[n]5c(C)cc(C)n5[BH-](n12)n1c(C)cc(C)[n]->31)(<-[N-]([SiH2]c1ccccc1)C(=C[Si](C)(C)[N-]->4[Si](C)(C)C)Cc1ccccc1)<-[O]1CCCC1,tmqm
COCC1(C)C[NH2]->[Pt+2]2(<-[NH2]C1)<-[O-]C(=O)C1(C(=O)[O-]->2)CCC1,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,tmqm
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccc(Cl)cc1.c1ccccc1,tmqm
CCC[N-]1C(c2ccccc2)[P-](P2N(c3c(C(C)C)cccc3C(C)C)CCN2c2c(C(C)C)cccc2C(C)C)->[Sc+3]<-12<-[N](=C(C)C=C(C)[N-]->2c1c(C(C)C)cccc1C(C)C)c1c(C(C)C)cccc1C(C)C,platinai
CC[O](CC)->[Sc+3]123<-[O-]C(c4ccccc4[P]->1(c1ccccc1C([O-]->2)(C(F)(F)F)C(F)(F)F)c1ccccc1C([O-]->3)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,tmqm
CC1=CC(C)=[N](c2ccccc2F)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[N-]1c1ccccc1F)<-[O]1CCCC1,tmqm
CN1C=C[N-]2->[Sc+3]3(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[CH](c4ccc(C(C)(C)C)cc4-c4n(C)cc[n]->34)=c3ccc(C(C)(C)C)cc3=C12,tmqm
Cc1ccc(C(C)C)cc1.O=S(CCCP(c1ccccc1)c1ccccc1)c1ccccc1.[Cl-].[Cl-],tmqm
[Cl-]->[Y+3]12(<-[Cl-])(<-[Cl-])(<-[n]3ccccc3)<-[n]3ccccc3-c3cc(-c4ccccc4)cc(-c4cccc[n]->14)[n]->23,metal_cytotox
C[Si](C)(C)[N-]([Si](C)(C)C)->[Y+3]1234(<-[n]5cccn5[BH-](n5ccc[n]->15)n1ccc[n]->21)<-[n]1cccn1[BH-](n1ccc[n]->31)n1ccc[n]->41,tmqm
C[Si](C)(C)[CH2-]->[Y+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[O]1CCCC1)<-[O]1CCCC1,tmqm
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,tmqm
O=C([O-])c1ccc(C2=C3C=CC4=[N]3->[Pt+2]35<-[N]6=C(C=CC6=C(c6ccc(C(=O)[O-])cc6)c6ccc2[n]63)C(c2ccc(C(=O)[O-])cc2)=c2ccc([n]25)=C4c2ccc(C(=O)[O-])cc2)cc1,platinai
Cc1cc(C)[n]2->[Y+3]34(<-[n]5c(C)cc(C)n5[BH-](n12)n1c(C)cc(C)[n]->31)(<-[N-]([SiH2]c1ccccc1)C(=C[Si](C)(C)[N-]->4[Si](C)(C)C)Cc1ccc(F)cc1)<-[O]1CCCC1,tmqm
CC(C)c1cccc(C(C)C)c1N=Cc1cc(C(C)(C)C)cc2C=[N](c3c(C(C)C)cccc3C(C)C)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[O-]c12)<-[O]1CCCC1,tmqm
CC1=CC(C)=[N](c2c(F)cccc2F)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[N-]1c1c(F)cccc1F)<-[O]1CCCC1,tmqm
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,metal_cytotox
CC1=CC(C)=[N]2CC[N](C)(C)->[Sc+]<-2(<-[C](C(C)=PP2N(c3c(C(C)C)cccc3C(C)C)CCN2c2c(C(C)C)cccc2C(C)C)c2ccccc2)<-[N-]1c1c(C(C)C)cccc1C(C)C,tmqm
C[SiH](C)[N-](c1ccccc1)->[Sc+3](<-[N-](c1ccccc1)[SiH](C)C)(<-[N-](c1ccccc1)[SiH](C)C)(<-[O]1CCCC1)<-[O]1CCCC1,tmqm
O=[N+]1[O-]->[Y+3]234567(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-[N]1=Cc2cccc([n]->32)C=[N]->4CC[N]->5=Cc2cccc([n]->62)C=[N]->7CC1,tmqm
O=[N+]1[O-]->[Y+3]234(<-[O]=P(c5ccccc5)(c5ccccc5)c5ccccc5)(<-[O]=P(c5ccccc5)(c5ccccc5)C(CP(c5ccccc5)c5ccccc5)P(=[O]->2)(c2ccccc2)c2ccccc2)(<-[O-]1)(<-[O-][N+](=O)[O-]->3)<-[O-][N+](=O)[O-]->4,tmqm
CC(C)c1cccc(C(C)C)c1[N-]1Cc2cccc[n]2->[Y+3]<-12(<-[n]1ccccc1C[N-]->2c1c(C(C)C)cccc1C(C)C)<-[N-]([Si](C)(C)C)[Si](C)(C)C,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,tmqm
Cc1cc2[N](=c3n(C(C)C)ccn3C(C)C)->[Y+3]3(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N](c4cc(C)cc5c4[N-]->3c2c(c1)C5(C)C)=c1n(C(C)C)ccn1C(C)C,platinai
CC1(C)COC2=C3C=CC=CC3=[N]3c4ccccc4[P](c4ccccc4)(c4ccccc4)->[Y+3]<-3(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-]21,platinai
S=C=[N-]->[Y+3]12345(<-[N-]=C=S)(<-[N-]=C=S)<-[N]6=Cc7cccc([n]->17)C=[N]->2CC[N]->3=Cc1cccc([n]->41)C=[N]->5CC6,tmqm
OCC[NH]1CC[NH2]->[Pt+2]<-12<-[NH2]CC[NH]->2CCO,tmqm
O=C([O-])c1ccc2C(=O)[O-]->[Pt+2]3(<-[NH2]C4CCCCC4[NH2]->3)<-[O-]C(=O)c2c1,tmqm
CC1=CC(C)=[N](c2c(C)cc(C)cc2C)->[Y+3]23(<-[N-](C[P]->2(c2ccccc2)c2ccccc2)c2ccccc2)(<-[N-](C[P]->3(c2ccccc2)c2ccccc2)c2ccccc2)<-[N-]1c1c(C)cc(C)cc1C,tmqm
[C-]#[N+]CP(=O)(OCC)OCC.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
[H-][Pt+2]([P](C)(C)[O-])([P](C)(C)[O-])[P](C)(C)[O-],tmqm
[NH3]->[Pt](<-[NH3])(<-[n]1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c21)<-[n]1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c21,metal_cytotox
[C-]#[N+]CP(=O)(OCC)OCC.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
COP(OC)OC.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccccc1,tmqm
Cc1cccc(C)c1[NH-]->[Y+3]123(<-[NH-]c4c(C)cccc4C)<-[n-]4c(C[N]->15CCN(C)CC5)ccc4C[N]->21CC[N]->3(C)CC1,tmqm
CC(C)c1cccc(C(C)C)c1[N]1=C[N-](c2c(C(C)C)cccc2C(C)C)->[Y+3]<-123(<-[O-]C#P)(<-[CH](=[N]->2c1c(C(C)C)cccc1C(C)C)[N-]->3c1c(C(C)C)cccc1C(C)C)<-[O]1CCCC1,platinai
CC(C)(C)[N-]1Cc2cccc[n]2->[Y+3]<-12(<-[n]1ccccc1C[N-]->2C(C)(C)C)<-[N-]([Si](C)(C)C)[Si](C)(C)C,tmqm
Cc1c2[O-]->[Sc+3]34(<-[O]=c2ccn1C)(<-[O]=c1ccn(C)c(C)c1[O-]->3)<-[O]=c1ccn(C)c(C)c1[O-]->4,tmqm
C[O]1CC[O](C)->[Y+3]<-123(<-[Cl-])(<-[Cl-])<-[O]([Si](C)(C)[Si-]->2([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)[Si-]->3([Si](C)(C)C)[Si](C)(C)C,tmqm
CC(C)c1cccc(C(C)C)c1[N-]1C2CCCc3ccc[n](->[Y+3]<-1(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[O]1CCCC1)c32,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,tmqm
[Cl-]->[Y+3](<-[Cl-])(<-[O]1CCCC1)(<-[O]1CCCC1)(<-[O]1CCCC1)(<-[O]1CCCC1)<-[O]1CCCC1,tmqm
O=C([O-])CC(C(=O)[O-])C1[O-]->[Pt+2]2(<-[NH2]C3CCCCC3[NH2]->2)<-[O-]C1=O,tmqm
CC(C)[c]12->[Y+3]3456789(<-[I-])(<-[c]1(C(C)C)[c]->3(C(C)C)[c-]->4(C(C)C)[c]->52C(C)C)<-[c]1(C(C)C)[c]->6(C(C)C)[c]->7(C(C)C)[c-]->8(C(C)C)[c]->91C(C)C,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
C[Si](C)(C)[CH2-]->[Y+3]12345(<-[CH2-][Si](C)(C)C)<-[c]6(CC[N]->17CCCCC7)[c]->21cccc[c]->31[c-]->41cccc[c]->561,platinai
C1N2CN3CN1CP(C2)C3.Cc1n(CCc2ccccc2)cc[n+]1C.[Cl-].[Cl-],metal_cytotox
O=[N+]([O-])[Pt+4](<-[O-]S(=O)(=O)[O-])(<-[O-]S(=O)(=O)[O-])[N+](=O)[O-],tmqm
COP(OC)OC.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
[NH3]->[Pt+2]1(<-[NH3])<-[O-]P(=O)([O-])C[N]->1(CP(=O)([O-])[O-])CP(=O)([O-])[O-],platinai
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
[C-]#[N+]C1CCCCC1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
Cn1ccnc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,platinai
[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccc(Cl)cc1.c1ccccc1,metal_cytotox
Cc1cc(C)cc([N-](C(C)(C)C)->[Sc+3](<-[N-](c2cc(C)cc(C)c2)C(C)(C)C)(<-[N-](c2cc(C)cc(C)c2)C(C)(C)C)<-[O]2CCCC2)c1,tmqm
[S-]c1ncccn1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,tmqm
COc1cc(/C=C/C(=O)/C=C([O-])/C=C/c2ccc(O)c(OC)c2)ccc1O.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,tmqm
[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1.c1ccccc1,platinai
CC1[O-]->[Pt+2]2(<-[NH2]C[C@@H]3CC[C@H]3C[NH2]->2)<-[O-]C1=O,platinai
CC(C)(C)c1cc(C(C)(C)C)cc(C([O-]->[Y+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[O]2CCCC2)(<-[O]2CCCC2)<-[O]2CCCC2)(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1,platinai
CC1(C)COC2c3ccccc3[N]3=C4C=CC=CC4=C4C=CC=CC4=[N]4c5ccccc5C5=[N](->[Sc+]<-3<-4(<-[Se-]C[Si](C)(C)C)(<-[N]=21)<-[O]1CCCC1)C(C)(C)CO5,tmqm
CC1=[N](C(C)C)->[Sc+]2345678(<-[cH]9c%10ccccc%10[cH]->2[c]->32cccc[c]->492)(<-[N-]1C(C)C)<-[c]1(C)[c]->5(C)[c]->6(C)[c-]->7(C)[c]->81C,tmqm
[OH2]->[Pt]12<-[n]3ccccc3-c3cccc(-c4cccc[n]->14)[n]->23,tmqm
CC(C)[N]1=C(N(C)C)[N-](C(C)C)->[Y+3]<-123456789(<-[cH]1[cH]->2[cH]->3[cH-]->4[cH]->51)<-[cH]1[cH]->6[cH]->7[cH-]->8[cH]->91,metal_cytotox
O=c1cc(-c2ccccc2)oc2cccc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
[I-][Pt+4]([I-])([I-])([I-])([I-])[I-],platinai
COP(OC)OC.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
S=C=[N-]->[Y+3]12345(<-[N-]=C=S)(<-[N-]=C=S)<-[N]6=Cc7cccc([n]->17)C=[N]->2CCC[N]->3=Cc1cccc([n]->41)C=[N]->5CCC6,tmqm
COc1ccc([N-]([Si](C)(C)OC(C)(C)C)->[Zr+4]2(<-[Cl-])(<-[N-](c3ccc(OC)cc3)[Si](C)(C)OC(C)(C)C)<-[N-](c3ccc(OC)cc3)[Si](C)(C)[O]->2C(C)(C)C)cc1,tmqm
CCCCN(CCCC)C1=[O]->[Y+3]2345(<-[O]=C(c6ccc7ccc8ccc1[n]->2c8c7[n]->36)N(CCCC)CCCC)(<-[O-][N+](=O)[O-])(<-[O-][N+](=O)[O-]->4)<-[O-][N+](=O)[O-]->5,tmqm
COc1cc(/C=C/C(=O)/C=C([O-])/C=C/c2ccc(O)c(OC)c2)ccc1O.c1ccc(-c2ccccn2)nc1.c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,tmqm
Fc1c(F)c(F)c([O-]->[Y+3](<-[O-]c2c(F)c(F)c(F)c(F)c2F)(<-[n]2ccccc2)(<-[n]2ccccc2)(<-[n]2ccccc2)(<-[n]2ccccc2)<-[n]2ccccc2)c(F)c1F,tmqm
CC(C)c1cccc(C(C)C)c1[N-](P(C1CCCCC1)C1CCCCC1)->[Y+3]12(<-[CH2-]c3ccccc3[N]->1(C)C)<-[CH2-]c1ccccc1[N]->2(C)C,tmqm
CC(C)(C)N[P+](c1ccccc1)([c-]1[cH-][cH+][cH-][cH-][cH-]1)[N-]1[C-]2[CH+][CH+][CH+][N-]2->[Sc+5]<-1(<-[O-]c1c(C(C)(C)C)cccc1C(C)(C)C)<-[O-]c1c(C(C)(C)C)cccc1C(C)(C)C,platinai
O=C1[O-]->[Pt+4]2(<-[NH2]CC3CCC[NH]->23)<-[O-]C(=O)C12CCC2,tmqm
C[c]12->[Pt+4]345(<-[CH3-])(<-[CH3-])(<-[CH3-])<-[c]1(C)[c]->3(C)[c-]->4(C)[c]->52C,tmqm
[c-]1ccccc1-c1ccccn1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1,tmqm
C[N]1(C)CC[N](C)(C)->[Y+3]<-1(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[CH2-][Si](C)(C)C,metal_cytotox
S=C=[N-]->[Y+3]1234(<-[N-]=C=S)(<-[N-]=C=S)(<-[n]5ccccc5-c5nc(-c6ccccn6)nc(-c6cccc[n]->16)[n]->25)<-[n]1ccccc1-c1nc(-c2ccccn2)nc(-c2cccc[n]->32)[n]->41,platinai
c1ccc(P2(=NP(=[Se]->[Y+3]345(<-[Se]=P(N=P([Se-]->3)(c3ccccc3)c3ccccc3)(c3ccccc3)c3ccccc3)(<-[Se]=P(c3ccccc3)(c3ccccc3)[N]->4=P([Se-]->5)(c3ccccc3)c3ccccc3)<-[Se-]2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,tmqm
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,platinai
CC1=CC(C)=[N](c2c(C(C)C)cccc2C(C)C)->[Sc+3](<-[c-]2c(F)c(F)c(F)c(F)c2F)<-[N-]1c1c(C(C)C)cccc1C(C)C,tmqm
CC(C)(C)[Si](C)(C1=[N](C2CCCCC2)->[Y+3]234(<-[N]([Si](C)(C)C)=P(c5ccccc5)(c5ccccc5)[C-]->2(C(=NC2CCCCC2)[N-]->3C2CCCCC2)P(c2ccccc2)(c2ccccc2)=[N]->4[Si](C)(C)C)<-[N-]1C1CCCCC1)C(C)(C)C,tmqm
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
Cc1occc(=O)c1[O-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccccc1.c1ccccc1,tmqm
CC1=CC(C)=[N](c2c(C(C)C)cccc2C(C)C)->[Sc+3](<-[CH-]2CC2)(<-[CH-]2CC2)<-[N-]1c1c(C(C)C)cccc1C(C)C,tmqm
CC1(C)CO[C+]2[C+]3[CH-][CH+][CH-][CH+][C+]3[N-]3[c+]4[cH+][cH+][cH+][cH-][c+]4[C-]4[CH+][CH+][CH-][CH-][C-]4[N-]4[c-]5[cH-][cH+][cH-][cH-][c-]5[C+]5OCC(C)(C)[N-]5->[Sc+3]<-3<-4(<-[N-]21)<-[O]1CCCC1,tmqm
Cc1cc(C)cc([N-](C(C)(C)C)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[N-](c2cc(C)cc(C)c2)C(C)(C)C)<-[O]2CCCC2)c1,tmqm
[I-][Pt+2]123([I-])<-[CH]4=[CH]->1CC[CH]->2=[CH]->3CC4,platinai
O=C1[O-]->[Pt+2]2(<-[NH2]C1CCC1[NH2]->[Pt+2]3(<-[O-]C1=O)<-[n]1ccccc1-c1cccc[n]->31)<-[n]1ccccc1-c1cccc[n]->21,tmqm
[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cn[nH]c1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
COc1ccc(/C([O-])=N/N=C\c2c3ccccc3cc3ccccc23)cc1.[Cl-].c1ccccc1,platinai
Cc1c(C)c(C)[c]23->[Sc+3]4567(<-[O-]c8c(C(C)C)cccc8C(C)C)(<-[N-](C(C)C)[Si](C)(C)[c-]->42[c]->5(C)[c]->6(C)[c]->73c1C)<-[O]1CCCC1,tmqm
O=C1[O-]->[Pt+2](<-[O-]1)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,platinai
COP(OC)OC.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
[c-]1ccccc1-c1ccccn1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1,tmqm
COc1ccc(/C([O-])=N/N=C\C2=CNC3C=CC=CC23)cc1.Cc1ccc(C(C)C)cc1.[Cl-],platinai
CC(C)C[N-]1Cc2cccc[n]2->[Sc+3]<-123(<-[n]1ccccc1C[N-]->2CC(C)C)<-[n]1ccccc1C[N-]->3CC(C)C,tmqm
[C-]#[N+]C1CCCCC1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
c1ccc([S-]->[Pt+2]23<-[n]4ccccc4-c4cccc(-c5cccc[n]->25)[n]->34)cc1,tmqm
CC(C)n1cc[n+]2CCC[c]34->[Sc+3]567(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[c-]12)<-[c]31cccc[c]->51[c-]->61cccc[c]->741,tmqm
[c-]1ccccc1-c1ccccn1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1,tmqm
