smiles,source,metal,scaffold_id,cluster_id
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,6
[c-]1ccccc1-c1ccccn1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1,tmqm,OTHER,[c-]1ccccc1-c1ccccn1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1,6
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(Nc2ccccn2)nc1.c1ccc(Nc2ccccn2)nc1,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(Nc2ccccn2)nc1.c1ccc(Nc2ccccn2)nc1,6
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(Nc2ccccn2)nc1.c1ccc(Nc2ccccn2)nc1,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(Nc2ccccn2)nc1.c1ccc(Nc2ccccn2)nc1,6
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,metal_cytotox,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,6
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(Nc2ccccn2)nc1.c1ccc(Nc2ccccn2)nc1,platinai,Pt,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(Nc2ccccn2)nc1.c1ccc(Nc2ccccn2)nc1,6
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,6
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,6
[c-]1ccccc1-c1ccccn1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1,tmqm,OTHER,[c-]1ccccc1-c1ccccn1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1,6
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,6
Cc1ccnc2c1ccc1c(C)ccnc12.Cc1ccnc2c1ccc1c(C)ccnc12.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,6
Cc1ccnc2c1ccc1c(C)ccnc12.Cc1ccnc2c1ccc1c(C)ccnc12.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,platinai,Pt,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,6
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,platinai,Pt,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,6
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,6
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,6
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,6
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,6
Fc1c(F)c(F)c(C2=C3C=CC4=[N]3->[Pt+2]35<-[N]6=C(C=CC6=C(c6c(F)c(F)c(F)c(F)c6F)c6ccc2[n]63)C(c2c(F)c(F)c(F)c(F)c2F)=c2ccc([n]25)=C4c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,tmqm,Pt,C1=CC2=[N]3->[Pt+2]45<-[N]6=C(C=CC6=C(c6ccccc6)c6ccc([n]64)C(c4ccccc4)=C13)C(c1ccccc1)=c1ccc([n]15)=C2c1ccccc1,7
O=C([O-])c1ccc(C2=C3C=CC4=[N]3->[Pt+2]35<-[N]6=C(C=CC6=C(c6ccc(C(=O)[O-])cc6)c6ccc2[n]63)C(c2ccc(C(=O)[O-])cc2)=c2ccc([n]25)=C4c2ccc(C(=O)[O-])cc2)cc1,platinai,Pt,C1=CC2=[N]3->[Pt+2]45<-[N]6=C(C=CC6=C(c6ccccc6)c6ccc([n]64)C(c4ccccc4)=C13)C(c1ccccc1)=c1ccc([n]15)=C2c1ccccc1,7
[CH3-]->[Pt+2]123(<-[CH3-])<-[CH]4=[CH]->1CC[CH]->2=[CH]->3CC4,platinai,Pt,C1=CCCC=CCC1,9
[I-][Pt+2]123([I-])<-[CH]4=[CH]->1CC[CH]->2=[CH]->3CC4,platinai,Pt,C1=CCCC=CCC1,9
c1cc[c-](->[Pt+2]234(<-[c-]5ccccc5)<-[CH]5=[CH]->2CC[CH]->3=[CH]->4CC5)cc1,tmqm,Pt,c1cc[c-](->[Pt+2]234(<-[c-]5ccccc5)<-[CH]5=[CH]->2CC[CH]->3=[CH]->4CC5)cc1,10
CC#N.CC#N.CC#N.CC#N.[c-]1n(-c2ccccn2)cc[n+]1Cc1ccccc1,platinai,Pt,[c-]1n(-c2ccccn2)cc[n+]1Cc1ccccc1,11
CC#N.CC#N.Fc1c(F)c(F)c(C[n+]2[c-]n(-c3ccccn3)cc2)c(F)c1F.c1cnc2c(c1)ccc1cccnc12,tmqm,OTHER,[c-]1n(-c2ccccn2)cc[n+]1Cc1ccccc1.c1cnc2c(c1)ccc1cccnc12,11
CC#N.CC#N.[c-]1n(-c2ccccn2)cc[n+]1Cc1ccccc1.c1cnc2c(c1)ccc1cccnc12,tmqm,OTHER,[c-]1n(-c2ccccn2)cc[n+]1Cc1ccccc1.c1cnc2c(c1)ccc1cccnc12,11
CC#N.CC#N.Cc1c(C)c(C)c(C[n+]2[c-]n(-c3ccccn3)cc2)c(C)c1C.c1cnc2c(c1)ccc1cccnc12,tmqm,OTHER,[c-]1n(-c2ccccn2)cc[n+]1Cc1ccccc1.c1cnc2c(c1)ccc1cccnc12,11
CC#N.CC#N.Cc1c(C)c(C)c(C[n+]2[c-]n(-c3ccccn3)cc2)c(C)c1C.Cc1ccc(-c2ccc(C)cn2)nc1,tmqm,OTHER,[c-]1n(-c2ccccn2)cc[n+]1Cc1ccccc1.c1ccc(-c2ccccn2)nc1,11
CCCCC1=[N](C(C)C)->[Sc+3]2345(<-[N-2][N+]#N)(<-[N-2][N+]#N)(<-[N-]1C(C)C)<-[c]1(C)[c]->2(C)[c]->3(C)[c-]->4(C)[c]->51C,platinai,Pt,[c-]1cccc1,12
C[c]12->[Pt+4]345(<-[CH3-])(<-[CH3-])(<-[CH3-])<-[c]1(C)[c]->3(C)[c-]->4(C)[c]->52C,tmqm,Pt,[c-]1cccc1,12
CC[c-]12->[Pt+4]345(<-[CH3-])(<-[CH3-])(<-[CH3-])<-[cH]([cH]->3[cH]->41)[cH]->52,tmqm,Pt,[c-]1cccc1,12
C[c-]12->[Pt+4]345(<-[CH3-])(<-[CH3-])(<-[CH3-])<-[cH]([cH]->3[cH]->41)[cH]->52,tmqm,Pt,[c-]1cccc1,12
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1,tmqm,OTHER,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
COc1ccc(/C([O-])=N/N=C\c2c3ccccc3cc3ccccc23)cc1.[Cl-].c1ccccc1,tmqm,OTHER,C(=N/N=C/c1ccccc1)/c1c2ccccc2cc2ccccc12.c1ccccc1,15
[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1.c1ccccc1,tmqm,OTHER,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccccc1,platinai,Pt,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
COc1ccc(/C([O-])=N/N=C\c2c3ccccc3cc3ccccc23)cc1.Cc1ccc(C(C)C)cc1.[Cl-],platinai,Pt,C(=N/N=C/c1ccccc1)/c1c2ccccc2cc2ccccc12.c1ccccc1,15
COc1ccc(/C([O-])=N/N=C\c2c3ccccc3cc3ccccc23)cc1.Cc1ccc(C(C)C)cc1.[Cl-],platinai,Pt,C(=N/N=C/c1ccccc1)/c1c2ccccc2cc2ccccc12.c1ccccc1,15
COc1ccc(/C([O-])=N/N=C\c2c3ccccc3cc3ccccc23)cc1.[Cl-].c1ccccc1,tmqm,OTHER,C(=N/N=C/c1ccccc1)/c1c2ccccc2cc2ccccc12.c1ccccc1,15
[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,tmqm,OTHER,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccccc1,tmqm,OTHER,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1.c1ccccc1,platinai,Pt,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
COc1ccc(/C([O-])=N/N=C\c2c3ccccc3cc3ccccc23)cc1.[Cl-].c1ccccc1,platinai,Pt,C(=N/N=C/c1ccccc1)/c1c2ccccc2cc2ccccc12.c1ccccc1,15
[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,tmqm,OTHER,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1,platinai,Pt,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
COc1ccc(/C([O-])=N/N=C\c2c3ccccc3cc3ccccc23)cc1.Cc1ccc(C(C)C)cc1.[Cl-],platinai,Pt,C(=N/N=C/c1ccccc1)/c1c2ccccc2cc2ccccc12.c1ccccc1,15
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1,tmqm,OTHER,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccccc1,tmqm,OTHER,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1.c1ccccc1,tmqm,OTHER,C(=N/N=C\c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,15
CC1=CC(C)=[N](c2c(C)cccc2C)->[Y+3](<-[N-]1c1c(C)cccc1C)(<-[N-](c1ccccc1)P(c1ccccc1)c1ccccc1)<-[N-](c1ccccc1)P(c1ccccc1)c1ccccc1,platinai,Pt,C=[N](c1ccccc1)->[Y+3](<-[NH-]c1ccccc1)(<-[N-](c1ccccc1)P(c1ccccc1)c1ccccc1)<-[N-](c1ccccc1)P(c1ccccc1)c1ccccc1,16
[S-]c1ncccn1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,platinai,Pt,c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1.c1cncnc1,19
[S-]c1ncccn1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,tmqm,OTHER,c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1.c1cncnc1,19
[S-]C1=NCCS1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,tmqm,OTHER,C1=NCCS1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,19
[S-]C1=NCCS1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,tmqm,OTHER,C1=NCCS1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,19
[S-]c1ncccn1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,tmqm,OTHER,c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1.c1cncnc1,19
CN1CC[N]2(Cc3ccc4C[N]56->[Y+3]<-2(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[n-]34)<-[N](C)(CC5)CC6)CC1,tmqm,OTHER,c1cc2C[N]3(->[Y+3]4(<-[n-]2c1)<-[NH]1CC[NH]->4CC1)CCNCC3,20
CN1CC[N]2(Cc3ccc4C[N]56->[Y+3]<-2(<-[Cl-])(<-[N-]([Si](C)(C)C)[Si](C)(C)C)(<-[n-]34)<-[N](C)(CC5)CC6)CC1,tmqm,OTHER,c1cc2C[N]3(->[Y+3]4(<-[n-]2c1)<-[NH]1CC[NH]->4CC1)CCNCC3,20
CCc1cccc(CC)c1NC1=[O]->[Y+3]23(<-[O]=C(Nc4c(CC)cccc4CC)C4CC5CCCC5[N+]4(CCC[N+]4([O-]->2)C1CC1CCCC14)[O-]->3)(<-[O-]S(=O)(=O)C(F)(F)F)(<-[O-]S(=O)(=O)C(F)(F)F)(<-[OH]C)<-[OH]C,platinai,Pt,c1ccc(NC2=[O]->[Y+3]34<-[O]=C(Nc5ccccc5)C5CC6CCCC6[N+]5(CCC[N+]5([O-]->3)C2CC2CCCC25)[O-]->4)cc1,21
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccc(Br)cc1,tmqm,OTHER,C(=N/N=C\c1cccs1)c1ccccc1.c1ccccc1,22
[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccc(Br)cc1.c1ccccc1,platinai,Pt,C(=N/N=C\c1cccs1)c1ccccc1.c1ccccc1,22
[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccccc1.c1ccccc1,tmqm,OTHER,C(=N/N=C\c1cccs1)c1ccccc1.c1ccccc1,22
COc1ccc(/C([O-])=N/N=C\c2cccs2)cc1.Cc1ccc(C(C)C)cc1.[Cl-],tmqm,OTHER,C(=N/N=C/c1ccccc1)/c1cccs1.c1ccccc1,22
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccccc1,tmqm,OTHER,C(=N/N=C\c1cccs1)c1ccccc1.c1ccccc1,22
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccc(Cl)cc1,tmqm,OTHER,C(=N/N=C\c1cccs1)c1ccccc1.c1ccccc1,22
[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccc(Cl)cc1.c1ccccc1,metal_cytotox,OTHER,C(=N/N=C\c1cccs1)c1ccccc1.c1ccccc1,22
COc1ccc(/C([O-])=N/N=C\c2cccs2)cc1.[Cl-].c1ccccc1,tmqm,OTHER,C(=N/N=C/c1ccccc1)/c1cccs1.c1ccccc1,22
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccccc1,tmqm,OTHER,C(=N/N=C\c1cccs1)c1ccccc1.c1ccccc1,22
[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccccc1.c1ccccc1,platinai,Pt,C(=N/N=C\c1cccs1)c1ccccc1.c1ccccc1,22
COc1ccc(/C([O-])=N/N=C\c2cccs2)cc1.[Cl-].c1ccccc1,tmqm,OTHER,C(=N/N=C/c1ccccc1)/c1cccs1.c1ccccc1,22
[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccc(Br)cc1.c1ccccc1,tmqm,OTHER,C(=N/N=C\c1cccs1)c1ccccc1.c1ccccc1,22
[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccc(Cl)cc1.c1ccccc1,tmqm,OTHER,C(=N/N=C\c1cccs1)c1ccccc1.c1ccccc1,22
CC[SiH](CC)[CH]1=[Si](C)[N-]([Si](C)(C)C)->[Y+3]<-123(<-[n]1c(C)cc(C)n1[BH-](n1c(C)cc(C)[n]->21)n1c(C)cc(C)[n]->31)<-[O]1CCCC1.[CH3-],tmqm,OTHER,c1cn2[BH-]3n4ccc[n]4->[Y+3](<-[n]2c1)(<-[n]1cccn13)<-[O]1CCCC1,24
Cc1cc(C)[n]2->[Y+3]34(<-[S-][Si](C)(C)[N-]->3[Si](C)(C)C)(<-[n]3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)[n]->41)<-[O]1CCCC1,tmqm,OTHER,c1cn2[BH-]3n4ccc[n]4->[Y+3](<-[n]2c1)(<-[n]1cccn13)<-[O]1CCCC1,24
Cc1cc(C(C)(C)C)[n]2->[Y+3]3(<-[CH3-])(<-[PH-]c4c(C(C)C)cccc4C(C)C)<-[n]4c(C(C)(C)C)cc(C)n4[BH-](n12)n1c(C)cc(C(C)(C)C)[n]->31,tmqm,OTHER,c1ccc([PH-]->[Y+3]23<-[n]4cccn4[BH-](n4ccc[n]->24)n2ccc[n]->32)cc1,26
[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2[nH]cnc2c1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm,OTHER,c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2[nH]cnc2c1.c1cnn(C(n2cccn2)n2cccn2)c1,27
[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2[nH]cnc2c1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm,OTHER,c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2[nH]cnc2c1.c1cnn(C(n2cccn2)n2cccn2)c1,27
[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2[nH]cnc2c1.c1cnn(C(n2cccn2)n2cccn2)c1,platinai,Pt,c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2[nH]cnc2c1.c1cnn(C(n2cccn2)n2cccn2)c1,27
[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2[nH]cnc2c1.c1cnn(C(n2cccn2)n2cccn2)c1,platinai,Pt,c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2[nH]cnc2c1.c1cnn(C(n2cccn2)n2cccn2)c1,27
O=C1[O-]->[Pt+2]2(<-[NH2]C3CCCC3[NH2]->2)<-[O-]C(=O)c2c1cccc2[N+](=O)[O-],tmqm,Pt,O=C([O-]->[Pt+2]<-[NH2]C1CCCC1)c1ccccc1,30
O=C([O-])c1ccc2C(=O)[O-]->[Pt+2]3(<-[NH2]C4CCCCC4[NH2]->3)<-[O-]C(=O)c2c1,tmqm,Pt,O=C([O-]->[Pt+2]<-[NH2]C1CCCCC1)c1ccccc1,30
CC1=CC(C)=[N](c2c(C(C)C)cccc2C(C)C)->[YH+2](<-[C-](=[SiH]c2ccccc2)[SiH2]c2ccccc2)(<-[N](=[Si](C)C)[Si](C)(C)C)<-[N-]1c1c(C(C)C)cccc1C(C)C,tmqm,OTHER,C=[N](c1ccccc1)->[Y+2](<-[NH-]c1ccccc1)<-[C-](=[SiH]c1ccccc1)[SiH2]c1ccccc1,31
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,metal_cytotox,OTHER,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,32
Cc1occc(=O)c1[O-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1ccocc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,32
Cc1occc(=O)c1[O-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1ccocc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,32
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,metal_cytotox,OTHER,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,32
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,32
Cc1occc(=O)c1[O-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1ccocc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,32
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,32
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,32
Cc1occc(=O)c1[O-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1ccocc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,32
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,platinai,Pt,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,32
Cc1c[c]23->[Sc+3]4567(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[n]8cccc9cccc(-[c-]->4([c]->5(C)[c]->62C)[c]->73s1)c98,tmqm,OTHER,c1cc2-[c-]34->[Sc+3]567(<-[cH]([cH]->53)[c]->63ccs[c]->734)<-[n]3cccc(c1)c23,35
